Data;Unidade;Demanda_Prevista;Modelo
13/10/2025;PROCON BALSAS;5;RandomForest
14/10/2025;PROCON BALSAS;5;RandomForest
15/10/2025;PROCON BALSAS;5;RandomForest
16/10/2025;PROCON BALSAS;5;RandomForest
17/10/2025;PROCON BALSAS;5;RandomForest
20/10/2025;PROCON BALSAS;5;RandomForest
21/10/2025;PROCON BALSAS;5;RandomForest
22/10/2025;PROCON BALSAS;4;RandomForest
23/10/2025;PROCON BALSAS;5;RandomForest
24/10/2025;PROCON BALSAS;4;RandomForest
27/10/2025;PROCON BALSAS;5;RandomForest
28/10/2025;PROCON BALSAS;4;RandomForest
29/10/2025;PROCON BALSAS;4;RandomForest
30/10/2025;PROCON BALSAS;4;RandomForest
31/10/2025;PROCON BALSAS;4;RandomForest
03/11/2025;PROCON BALSAS;4;RandomForest
04/11/2025;PROCON BALSAS;4;RandomForest
05/11/2025;PROCON BALSAS;4;RandomForest
06/11/2025;PROCON BALSAS;4;RandomForest
07/11/2025;PROCON BALSAS;3;RandomForest
10/11/2025;PROCON BALSAS;5;RandomForest
11/11/2025;PROCON BALSAS;4;RandomForest
12/11/2025;PROCON BALSAS;4;RandomForest
01/10/2025;RAPOSA;33;RandomForest
02/10/2025;RAPOSA;31;RandomForest
03/10/2025;RAPOSA;27;RandomForest
06/10/2025;RAPOSA;48;RandomForest
07/10/2025;RAPOSA;32;RandomForest
08/10/2025;RAPOSA;32;RandomForest
09/10/2025;RAPOSA;31;RandomForest
10/10/2025;RAPOSA;28;RandomForest
13/10/2025;RAPOSA;38;RandomForest
14/10/2025;RAPOSA;32;RandomForest
15/10/2025;RAPOSA;32;RandomForest
16/10/2025;RAPOSA;32;RandomForest
17/10/2025;RAPOSA;29;RandomForest
20/10/2025;RAPOSA;49;RandomForest
21/10/2025;RAPOSA;32;RandomForest
22/10/2025;RAPOSA;31;RandomForest
23/10/2025;RAPOSA;31;RandomForest
24/10/2025;RAPOSA;28;RandomForest
27/10/2025;RAPOSA;34;RandomForest
28/10/2025;RAPOSA;34;RandomForest
29/10/2025;RAPOSA;33;RandomForest
30/10/2025;RAPOSA;34;RandomForest
31/10/2025;RAPOSA;31;RandomForest
03/11/2025;RAPOSA;50;RandomForest
04/11/2025;RAPOSA;32;RandomForest
05/11/2025;RAPOSA;31;RandomForest
06/11/2025;RAPOSA;31;RandomForest
07/11/2025;RAPOSA;28;RandomForest
10/11/2025;RAPOSA;35;RandomForest
11/11/2025;RAPOSA;34;RandomForest
12/11/2025;RAPOSA;33;RandomForest
01/10/2025;RIACHAO;28;GradientBoosting
02/10/2025;RIACHAO;29;GradientBoosting
03/10/2025;RIACHAO;31;GradientBoosting
06/10/2025;RIACHAO;34;GradientBoosting
07/10/2025;RIACHAO;28;GradientBoosting
08/10/2025;RIACHAO;29;GradientBoosting
09/10/2025;RIACHAO;29;GradientBoosting
10/10/2025;RIACHAO;27;GradientBoosting
13/10/2025;RIACHAO;33;GradientBoosting
14/10/2025;RIACHAO;29;GradientBoosting
15/10/2025;RIACHAO;27;GradientBoosting
16/10/2025;RIACHAO;27;GradientBoosting
17/10/2025;RIACHAO;27;GradientBoosting
20/10/2025;RIACHAO;35;GradientBoosting
21/10/2025;RIACHAO;29;GradientBoosting
22/10/2025;RIACHAO;27;GradientBoosting
23/10/2025;RIACHAO;30;GradientBoosting
24/10/2025;RIACHAO;29;GradientBoosting
27/10/2025;RIACHAO;33;GradientBoosting
28/10/2025;RIACHAO;34;GradientBoosting
29/10/2025;RIACHAO;34;GradientBoosting
30/10/2025;RIACHAO;37;GradientBoosting
31/10/2025;RIACHAO;36;GradientBoosting
03/11/2025;RIACHAO;34;GradientBoosting
04/11/2025;RIACHAO;35;GradientBoosting
05/11/2025;RIACHAO;34;GradientBoosting
06/11/2025;RIACHAO;34;GradientBoosting
07/11/2025;RIACHAO;35;GradientBoosting
10/11/2025;RIACHAO;40;GradientBoosting
11/11/2025;RIACHAO;37;GradientBoosting
12/11/2025;RIACHAO;35;GradientBoosting
01/10/2025;RIO ANIL SHOPPING;197;RandomForest
02/10/2025;RIO ANIL SHOPPING;205;RandomForest
03/10/2025;RIO ANIL SHOPPING;199;RandomForest
06/10/2025;RIO ANIL SHOPPING;237;RandomForest
07/10/2025;RIO ANIL SHOPPING;221;RandomForest
08/10/2025;RIO ANIL SHOPPING;205;RandomForest
09/10/2025;RIO ANIL SHOPPING;206;RandomForest
10/10/2025;RIO ANIL SHOPPING;185;RandomForest
13/10/2025;RIO ANIL SHOPPING;241;RandomForest
14/10/2025;RIO ANIL SHOPPING;210;RandomForest
15/10/2025;RIO ANIL SHOPPING;193;RandomForest
16/10/2025;RIO ANIL SHOPPING;182;RandomForest
17/10/2025;RIO ANIL SHOPPING;193;RandomForest
20/10/2025;RIO ANIL SHOPPING;244;RandomForest
21/10/2025;RIO ANIL SHOPPING;223;RandomForest
22/10/2025;RIO ANIL SHOPPING;215;RandomForest
23/10/2025;RIO ANIL SHOPPING;212;RandomForest
24/10/2025;RIO ANIL SHOPPING;203;RandomForest
27/10/2025;RIO ANIL SHOPPING;247;RandomForest
28/10/2025;RIO ANIL SHOPPING;226;RandomForest
29/10/2025;RIO ANIL SHOPPING;208;RandomForest
30/10/2025;RIO ANIL SHOPPING;203;RandomForest
31/10/2025;RIO ANIL SHOPPING;199;RandomForest
03/11/2025;RIO ANIL SHOPPING;245;RandomForest
04/11/2025;RIO ANIL SHOPPING;231;RandomForest
05/11/2025;RIO ANIL SHOPPING;215;RandomForest
06/11/2025;RIO ANIL SHOPPING;213;RandomForest
07/11/2025;RIO ANIL SHOPPING;203;RandomForest
10/11/2025;RIO ANIL SHOPPING;249;RandomForest
11/11/2025;RIO ANIL SHOPPING;236;RandomForest
12/11/2025;RIO ANIL SHOPPING;221;RandomForest
01/10/2025;ROSARIO;71;ExtraTrees
02/10/2025;ROSARIO;67;ExtraTrees
03/10/2025;ROSARIO;63;ExtraTrees
06/10/2025;ROSARIO;86;ExtraTrees
07/10/2025;ROSARIO;83;ExtraTrees
08/10/2025;ROSARIO;70;ExtraTrees
09/10/2025;ROSARIO;61;ExtraTrees
10/10/2025;ROSARIO;58;ExtraTrees
13/10/2025;ROSARIO;83;ExtraTrees
14/10/2025;ROSARIO;77;ExtraTrees
15/10/2025;ROSARIO;69;ExtraTrees
16/10/2025;ROSARIO;58;ExtraTrees
17/10/2025;ROSARIO;59;ExtraTrees
20/10/2025;ROSARIO;77;ExtraTrees
21/10/2025;ROSARIO;74;ExtraTrees
22/10/2025;ROSARIO;68;ExtraTrees
23/10/2025;ROSARIO;65;ExtraTrees
24/10/2025;ROSARIO;67;ExtraTrees
27/10/2025;ROSARIO;79;ExtraTrees
28/10/2025;ROSARIO;76;ExtraTrees
29/10/2025;ROSARIO;70;ExtraTrees
30/10/2025;ROSARIO;66;ExtraTrees
31/10/2025;ROSARIO;66;ExtraTrees
03/11/2025;ROSARIO;95;ExtraTrees
04/11/2025;ROSARIO;84;ExtraTrees
05/11/2025;ROSARIO;69;ExtraTrees
06/11/2025;ROSARIO;63;ExtraTrees
07/11/2025;ROSARIO;59;ExtraTrees
10/11/2025;ROSARIO;90;ExtraTrees
11/11/2025;ROSARIO;77;ExtraTrees
12/11/2025;ROSARIO;67;ExtraTrees
01/10/2025;SANTA HELENA;25;RandomForest
02/10/2025;SANTA HELENA;22;RandomForest
03/10/2025;SANTA HELENA;20;RandomForest
06/10/2025;SANTA HELENA;27;RandomForest
07/10/2025;SANTA HELENA;22;RandomForest
08/10/2025;SANTA HELENA;22;RandomForest
09/10/2025;SANTA HELENA;20;RandomForest
10/10/2025;SANTA HELENA;20;RandomForest
13/10/2025;SANTA HELENA;26;RandomForest
14/10/2025;SANTA HELENA;24;RandomForest
15/10/2025;SANTA HELENA;22;RandomForest
16/10/2025;SANTA HELENA;21;RandomForest
17/10/2025;SANTA HELENA;21;RandomForest
20/10/2025;SANTA HELENA;26;RandomForest
21/10/2025;SANTA HELENA;23;RandomForest
22/10/2025;SANTA HELENA;23;RandomForest
23/10/2025;SANTA HELENA;22;RandomForest
24/10/2025;SANTA HELENA;22;RandomForest
27/10/2025;SANTA HELENA;24;RandomForest
28/10/2025;SANTA HELENA;24;RandomForest
29/10/2025;SANTA HELENA;23;RandomForest
30/10/2025;SANTA HELENA;23;RandomForest
31/10/2025;SANTA HELENA;23;RandomForest
03/11/2025;SANTA HELENA;28;RandomForest
04/11/2025;SANTA HELENA;23;RandomForest
05/11/2025;SANTA HELENA;23;RandomForest
06/11/2025;SANTA HELENA;21;RandomForest
07/11/2025;SANTA HELENA;21;RandomForest
10/11/2025;SANTA HELENA;27;RandomForest
11/11/2025;SANTA HELENA;23;RandomForest
12/11/2025;SANTA HELENA;23;RandomForest
01/10/2025;SANTA INES;115;RandomForest
02/10/2025;SANTA INES;104;RandomForest
03/10/2025;SANTA INES;98;RandomForest
06/10/2025;SANTA INES;121;RandomForest
07/10/2025;SANTA INES;121;RandomForest
08/10/2025;SANTA INES;109;RandomForest
09/10/2025;SANTA INES;93;RandomForest
10/10/2025;SANTA INES;97;RandomForest
13/10/2025;SANTA INES;117;RandomForest
14/10/2025;SANTA INES;117;RandomForest
15/10/2025;SANTA INES;114;RandomForest
16/10/2025;SANTA INES;107;RandomForest
17/10/2025;SANTA INES;99;RandomForest
20/10/2025;SANTA INES;102;RandomForest
21/10/2025;SANTA INES;101;RandomForest
22/10/2025;SANTA INES;102;RandomForest
23/10/2025;SANTA INES;105;RandomForest
24/10/2025;SANTA INES;101;RandomForest
27/10/2025;SANTA INES;118;RandomForest
28/10/2025;SANTA INES;125;RandomForest
29/10/2025;SANTA INES;119;RandomForest
30/10/2025;SANTA INES;114;RandomForest
31/10/2025;SANTA INES;106;RandomForest
03/11/2025;SANTA INES;102;RandomForest
04/11/2025;SANTA INES;99;RandomForest
05/11/2025;SANTA INES;99;RandomForest
06/11/2025;SANTA INES;106;RandomForest
07/11/2025;SANTA INES;99;RandomForest
10/11/2025;SANTA INES;103;RandomForest
11/11/2025;SANTA INES;103;RandomForest
12/11/2025;SANTA INES;104;RandomForest
01/10/2025;SANTA LUZIA;48;GradientBoosting
02/10/2025;SANTA LUZIA;46;GradientBoosting
03/10/2025;SANTA LUZIA;43;GradientBoosting
06/10/2025;SANTA LUZIA;48;GradientBoosting
07/10/2025;SANTA LUZIA;44;GradientBoosting
08/10/2025;SANTA LUZIA;42;GradientBoosting
09/10/2025;SANTA LUZIA;41;GradientBoosting
10/10/2025;SANTA LUZIA;39;GradientBoosting
13/10/2025;SANTA LUZIA;40;GradientBoosting
14/10/2025;SANTA LUZIA;38;GradientBoosting
15/10/2025;SANTA LUZIA;36;GradientBoosting
16/10/2025;SANTA LUZIA;36;GradientBoosting
17/10/2025;SANTA LUZIA;34;GradientBoosting
20/10/2025;SANTA LUZIA;39;GradientBoosting
21/10/2025;SANTA LUZIA;38;GradientBoosting
22/10/2025;SANTA LUZIA;36;GradientBoosting
23/10/2025;SANTA LUZIA;36;GradientBoosting
24/10/2025;SANTA LUZIA;34;GradientBoosting
27/10/2025;SANTA LUZIA;38;GradientBoosting
28/10/2025;SANTA LUZIA;38;GradientBoosting
29/10/2025;SANTA LUZIA;36;GradientBoosting
30/10/2025;SANTA LUZIA;32;GradientBoosting
31/10/2025;SANTA LUZIA;40;GradientBoosting
03/11/2025;SANTA LUZIA;42;GradientBoosting
04/11/2025;SANTA LUZIA;41;GradientBoosting
05/11/2025;SANTA LUZIA;37;GradientBoosting
06/11/2025;SANTA LUZIA;38;GradientBoosting
07/11/2025;SANTA LUZIA;32;GradientBoosting
10/11/2025;SANTA LUZIA;38;GradientBoosting
11/11/2025;SANTA LUZIA;38;GradientBoosting
12/11/2025;SANTA LUZIA;37;GradientBoosting
01/10/2025;SANTA RITA;39;RandomForest
02/10/2025;SANTA RITA;36;RandomForest
03/10/2025;SANTA RITA;30;RandomForest
06/10/2025;SANTA RITA;31;RandomForest
07/10/2025;SANTA RITA;31;RandomForest
08/10/2025;SANTA RITA;35;RandomForest
09/10/2025;SANTA RITA;33;RandomForest
10/10/2025;SANTA RITA;33;RandomForest
13/10/2025;SANTA RITA;35;RandomForest
14/10/2025;SANTA RITA;36;RandomForest
15/10/2025;SANTA RITA;33;RandomForest
16/10/2025;SANTA RITA;34;RandomForest
17/10/2025;SANTA RITA;33;RandomForest
20/10/2025;SANTA RITA;35;RandomForest
21/10/2025;SANTA RITA;36;RandomForest
22/10/2025;SANTA RITA;35;RandomForest
23/10/2025;SANTA RITA;34;RandomForest
24/10/2025;SANTA RITA;33;RandomForest
27/10/2025;SANTA RITA;36;RandomForest
28/10/2025;SANTA RITA;35;RandomForest
29/10/2025;SANTA RITA;34;RandomForest
30/10/2025;SANTA RITA;33;RandomForest
31/10/2025;SANTA RITA;34;RandomForest
03/11/2025;SANTA RITA;37;RandomForest
04/11/2025;SANTA RITA;33;RandomForest
05/11/2025;SANTA RITA;34;RandomForest
06/11/2025;SANTA RITA;33;RandomForest
07/11/2025;SANTA RITA;32;RandomForest
10/11/2025;SANTA RITA;35;RandomForest
11/11/2025;SANTA RITA;35;RandomForest
12/11/2025;SANTA RITA;35;RandomForest
01/10/2025;SAO BERNARDO;18;RandomForest
02/10/2025;SAO BERNARDO;19;RandomForest
03/10/2025;SAO BERNARDO;19;RandomForest
06/10/2025;SAO BERNARDO;20;RandomForest
07/10/2025;SAO BERNARDO;19;RandomForest
08/10/2025;SAO BERNARDO;20;RandomForest
09/10/2025;SAO BERNARDO;20;RandomForest
10/10/2025;SAO BERNARDO;20;RandomForest
13/10/2025;SAO BERNARDO;19;RandomForest
14/10/2025;SAO BERNARDO;19;RandomForest
15/10/2025;SAO BERNARDO;20;RandomForest
16/10/2025;SAO BERNARDO;20;RandomForest
17/10/2025;SAO BERNARDO;20;RandomForest
20/10/2025;SAO BERNARDO;19;RandomForest
21/10/2025;SAO BERNARDO;19;RandomForest
22/10/2025;SAO BERNARDO;19;RandomForest
23/10/2025;SAO BERNARDO;19;RandomForest
24/10/2025;SAO BERNARDO;20;RandomForest
27/10/2025;SAO BERNARDO;20;RandomForest
28/10/2025;SAO BERNARDO;19;RandomForest
29/10/2025;SAO BERNARDO;19;RandomForest
30/10/2025;SAO BERNARDO;18;RandomForest
31/10/2025;SAO BERNARDO;17;RandomForest
03/11/2025;SAO BERNARDO;19;RandomForest
04/11/2025;SAO BERNARDO;19;RandomForest
05/11/2025;SAO BERNARDO;19;RandomForest
06/11/2025;SAO BERNARDO;19;RandomForest
07/11/2025;SAO BERNARDO;20;RandomForest
10/11/2025;SAO BERNARDO;19;RandomForest
11/11/2025;SAO BERNARDO;19;RandomForest
12/11/2025;SAO BERNARDO;19;RandomForest
01/10/2025;SAO DOMINGOS DO MARANHAO;24;GradientBoosting
02/10/2025;SAO DOMINGOS DO MARANHAO;40;GradientBoosting
03/10/2025;SAO DOMINGOS DO MARANHAO;42;GradientBoosting
06/10/2025;SAO DOMINGOS DO MARANHAO;43;GradientBoosting
07/10/2025;SAO DOMINGOS DO MARANHAO;41;GradientBoosting
08/10/2025;SAO DOMINGOS DO MARANHAO;36;GradientBoosting
09/10/2025;SAO DOMINGOS DO MARANHAO;38;GradientBoosting
10/10/2025;SAO DOMINGOS DO MARANHAO;38;GradientBoosting
13/10/2025;SAO DOMINGOS DO MARANHAO;44;GradientBoosting
14/10/2025;SAO DOMINGOS DO MARANHAO;41;GradientBoosting
15/10/2025;SAO DOMINGOS DO MARANHAO;39;GradientBoosting
16/10/2025;SAO DOMINGOS DO MARANHAO;36;GradientBoosting
17/10/2025;SAO DOMINGOS DO MARANHAO;32;GradientBoosting
20/10/2025;SAO DOMINGOS DO MARANHAO;45;GradientBoosting
21/10/2025;SAO DOMINGOS DO MARANHAO;40;GradientBoosting
22/10/2025;SAO DOMINGOS DO MARANHAO;39;GradientBoosting
23/10/2025;SAO DOMINGOS DO MARANHAO;40;GradientBoosting
24/10/2025;SAO DOMINGOS DO MARANHAO;36;GradientBoosting
27/10/2025;SAO DOMINGOS DO MARANHAO;46;GradientBoosting
28/10/2025;SAO DOMINGOS DO MARANHAO;44;GradientBoosting
29/10/2025;SAO DOMINGOS DO MARANHAO;44;GradientBoosting
30/10/2025;SAO DOMINGOS DO MARANHAO;42;GradientBoosting
31/10/2025;SAO DOMINGOS DO MARANHAO;37;GradientBoosting
03/11/2025;SAO DOMINGOS DO MARANHAO;50;GradientBoosting
04/11/2025;SAO DOMINGOS DO MARANHAO;50;GradientBoosting
05/11/2025;SAO DOMINGOS DO MARANHAO;44;GradientBoosting
06/11/2025;SAO DOMINGOS DO MARANHAO;41;GradientBoosting
07/11/2025;SAO DOMINGOS DO MARANHAO;38;GradientBoosting
10/11/2025;SAO DOMINGOS DO MARANHAO;50;GradientBoosting
11/11/2025;SAO DOMINGOS DO MARANHAO;48;GradientBoosting
12/11/2025;SAO DOMINGOS DO MARANHAO;47;GradientBoosting
01/10/2025;SAO FRANCISCO DO MARANHAO;11;ExtraTrees
02/10/2025;SAO FRANCISCO DO MARANHAO;12;ExtraTrees
03/10/2025;SAO FRANCISCO DO MARANHAO;12;ExtraTrees
06/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
07/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
08/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
09/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
10/10/2025;SAO FRANCISCO DO MARANHAO;15;ExtraTrees
13/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
14/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
15/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
16/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
17/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
20/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
21/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
22/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
23/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
24/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
27/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
28/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
29/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
30/10/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
31/10/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
03/11/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
04/11/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
05/11/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
06/11/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
07/11/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
10/11/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
11/11/2025;SAO FRANCISCO DO MARANHAO;13;ExtraTrees
12/11/2025;SAO FRANCISCO DO MARANHAO;14;ExtraTrees
01/10/2025;SAO JOAO DOS PATOS;48;RandomForest
02/10/2025;SAO JOAO DOS PATOS;47;RandomForest
03/10/2025;SAO JOAO DOS PATOS;44;RandomForest
06/10/2025;SAO JOAO DOS PATOS;55;RandomForest
07/10/2025;SAO JOAO DOS PATOS;50;RandomForest
08/10/2025;SAO JOAO DOS PATOS;42;RandomForest
09/10/2025;SAO JOAO DOS PATOS;41;RandomForest
10/10/2025;SAO JOAO DOS PATOS;37;RandomForest
13/10/2025;SAO JOAO DOS PATOS;55;RandomForest
14/10/2025;SAO JOAO DOS PATOS;56;RandomForest
15/10/2025;SAO JOAO DOS PATOS;42;RandomForest
16/10/2025;SAO JOAO DOS PATOS;40;RandomForest
17/10/2025;SAO JOAO DOS PATOS;38;RandomForest
20/10/2025;SAO JOAO DOS PATOS;52;RandomForest
21/10/2025;SAO JOAO DOS PATOS;52;RandomForest
22/10/2025;SAO JOAO DOS PATOS;42;RandomForest
23/10/2025;SAO JOAO DOS PATOS;40;RandomForest
24/10/2025;SAO JOAO DOS PATOS;38;RandomForest
27/10/2025;SAO JOAO DOS PATOS;52;RandomForest
28/10/2025;SAO JOAO DOS PATOS;49;RandomForest
29/10/2025;SAO JOAO DOS PATOS;44;RandomForest
30/10/2025;SAO JOAO DOS PATOS;42;RandomForest
31/10/2025;SAO JOAO DOS PATOS;38;RandomForest
03/11/2025;SAO JOAO DOS PATOS;56;RandomForest
04/11/2025;SAO JOAO DOS PATOS;49;RandomForest
05/11/2025;SAO JOAO DOS PATOS;39;RandomForest
06/11/2025;SAO JOAO DOS PATOS;39;RandomForest
07/11/2025;SAO JOAO DOS PATOS;38;RandomForest
10/11/2025;SAO JOAO DOS PATOS;52;RandomForest
11/11/2025;SAO JOAO DOS PATOS;48;RandomForest
